School_Code:SC_CAT_NC_BP:Town:SC_CAT_NC_BR:SC_CAT_NC_BS:SC_CAT_NC_BT:SC_CAT_NC_BU:SC_V_NC_BV:SC_V_NC_BX:SC_V_NC_BY:SC_V_NC_BZ:SC_V_NC_CA:SC_V_NC_CB:SC_V_NC_CC:SC_V_NC_CD:SC_V_NC_CE:SC_V_NC_CF:SC_V_NC_CG:SC_V_NC_CH:SC_V_NC_CI:SC_V_NC_CJ:SC_V_NC_CK:SC_P_NC_CL:SC_P_NC_CM:SC_P_NC_CN:SC_P_NC_CO:SC_P_NC_CP:SC_P_C_CQ1:SC_P_C_CQ2:SC_P_C_CQ3:SC_P_C_CQ4:SC_P_C_CQ5:SC_P_C_CQ6:SC_P_C_CQ7:SC_P_NC_CR:SC_V_NC_CS:SC_V_NC_CT:SC_V_NC_CU:SC_V_NC_CV
00990020:Public School:Foxborough:K,01,02,03,04:00990000:Level 1:Level 2:0:70:81:91:79:0:0:0:0:0:0:0:0:0:394:6.3:4.1:16.8:31.0:17.0:3.6:5.3:4.1:83.5:0.5:0.0:3.0:50.8:20.2:80964.0:14707.2:15206.93
04450105:Charter School:Worcester:K,01,02,03,04,05,06,07,08,09,10,11,12:04450000::Level 2:0:113:118:122:119:118:127:121:115:96:86:93:81:0:1425:60.9:7.2:10.3:51.2:37.2:48.5:4.0:22.0:22.9:0.1:0.1:2.3:47.3:18.7:::
04120530:Charter School:Hyde Park:05,06,07,08,09,10,11,12:04120000:Level 2:Level 2:0:0:0:0:0:79:77:81:79:64:55:43:49:0:527:24.7:11.8:24.3:58.3:38.3:58.1:0.9:27.3:10.4:0.0:0.2:3.0:47.4:22.8:::
06000505:Public School:Acton:09,10,11,12:06000000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:448:492:456:467:1:1864:14.4:0.9:11.6:16.3:4.9:1.5:28.2:3.4:63.0:0.2:0.0:3.7:50.6:19.9:80750.0:12866.04:14016.2
06000005:Public School:Boxborough:K,01,02,03,04,05,06:06000000:Level 1:Level 2:0:52:53:45:63:70:70:0:0:0:0:0:0:0:413:9.4:3.1:20.3:26.6:5.8:1.7:33.2:3.1:58.6:0.5:0.0:2.9:51.8:21.1:80750.0:12866.04:14016.2
06000020:Public School:Acton:K,01,02,03,04,05,06:06000000:Level 2:Level 2:0:59:69:72:68:68:74:0:0:0:0:0:0:0:456:21.7:7.0:16.4:29.2:4.6:0.2:24.3:3.3:65.8:0.2:0.0:6.1:52.0:22.9:80750.0:12866.04:14016.2
06000001:Public School:Acton:PK:06000000::Level 2:97:0:0:0:0:0:0:0:0:0:0:0:0:0:97:5.2:0.0:37.1:41.2:8.2:5.2:40.2:3.1:46.4:3.1:0.0:2.1:59.8::80750.0:12866.04:14016.2
06000030:Public School:Acton:K,01,02,03,04,05,06:06000000:Level 1:Level 2:0:40:45:75:90:68:75:0:0:0:0:0:0:0:451:26.2:13.3:16.0:33.0:7.1:2.9:60.8:4.2:29.5:0.0:0.0:2.7:50.1:22.9:80750.0:12866.04:14016.2
06000015:Public School:Acton:K,01,02,03,04,05,06:06000000:Level 2:Level 2:0:58:68:71:72:69:74:0:0:0:0:0:0:0:475:17.9:7.4:14.7:29.3:8.8:3.4:11.4:9.1:70.1:0.6:0.0:5.5:51.2:22.8:80750.0:12866.04:14016.2
06000010:Public School:Acton:K,01,02,03,04,05,06:06000000:Level 2:Level 2:0:59:69:84:74:69:99:0:0:0:0:0:0:0:517:12.4:5.0:15.5:25.5:6.6:2.5:20.5:5.4:68.1:0.0:0.2:3.3:53.8:22.2:80750.0:12866.04:14016.2
06000025:Public School:Acton:K,01,02,03,04,05,06:06000000:Level 1:Level 2:0:57:68:50:45:70:74:0:0:0:0:0:0:0:404:19.8:9.9:16.6:30.9:9.9:1.7:51.0:3.5:39.9:1.0:0.2:2.7:52.5:22.4:80750.0:12866.04:14016.2
06000405:Public School:Acton:07,08:06000000:Level 1:Level 2:0:0:0:0:0:0:0:469:442:0:0:0:0:0:911:16.6:1.9:15.5:22.1:5.2:2.0:31.8:3.7:56.8:0.1:0.0:5.6:52.3:22.3:80750.0:12866.04:14016.2
06030004:Public School:Cheshire:PK,K,01,02,03,04,05:06030000:Level 2:Level 3:63:28:33:32:26:34:0:0:0:0:0:0:0:0:244:0.4:0.4:22.1:44.7:33.2:4.1:0.4:1.2:93.4:0.0:0.0:0.8:47.1:16.4:67378.0:13244.06:12906.46
06030505:Public School:Cheshire:06,07,08,09,10,11,12:06030000:Level 3:Level 3:0:0:0:0:0:0:91:112:96:63:94:84:80:2:622:0.8:0.8:22.3:48.2:39.2:5.1:1.3:1.4:91.8:0.2:0.0:0.2:50.0:14.1:67378.0:13244.06:12906.46
06030020:Public School:Adams:K,01,02,03,04,05:06030000:Level 3:Level 3:0:66:83:81:84:72:0:0:0:0:0:0:0:0:451:0.2:0.2:23.9:66.3:59.2:4.0:0.2:2.2:89.8:0.2:0.2:3.3:52.3:18.8:67378.0:13244.06:12906.46
04300305:Charter School:Marlborough:06,07,08,09,10,11,12:04300000:Level 2:Level 2:0:0:0:0:0:0:154:151:149:142:126:105:125:0:952:17.9:1.3:4.8:11.7:6.1:2.4:19.2:5.8:66.9:0.3:0.0:5.4:51.7:19.3:::
04090205:Charter School:New Bedford:K,01,02,03,04,05,06,07:04090000:Insufficient data:Insufficient data:0:40:40:42:42:40:42:40:0:0:0:0:0:0:324:11.7:11.7:16.4:70.7:53.7:14.2:0.6:47.2:31.8:0.3:0.0:5.9:46.3:34.2:::
06050505:Public School:Amherst:09,10,11,12:06050000:Level 2:Level 3:0:0:0:0:0:0:0:0:0:234:220:237:228:7:926:17.6:4.2:17.8:34.3:21.9:7.0:9.5:14.3:59.9:0.1:0.0:9.2:52.1:12.9:80003.0:19766.61:19978.57
06050405:Public School:Amherst:07,08:06050000:Level 3:Level 3:0:0:0:0:0:0:0:214:218:0:0:0:0:0:432:15.0:4.2:19.7:36.3:21.3:6.9:7.9:16.7:59.7:0.0:0.5:8.3:47.7:17.7:80003.0:19766.61:19978.57
06100025:Public School:Ashburnham:PK,K,01,02,03,04,05:06100000:Level 2:Level 2:58:76:87:85:89:71:0:0:0:0:0:0:0:0:536:3.5:2.8:18.7:33.8:18.8:0.2:0.4:5.8:92.4:0.0:0.0:1.3:52.1:21.8:68799.0:12480.34:12755.48
06100010:Public School:Westminster:K,01:06100000:Insufficient data:Level 2:0:89:0:0:0:0:0:0:0:0:0:0:0:0:160:5.6:5.6:10.6:26.3:13.1:1.3:0.0:4.4:93.8:0.0:0.0:0.6:54.4:20.4:68799.0:12480.34:12755.48
06100505:Public School:Ashburnham:09,10,11,12:06100000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:172:159:183:179:9:702:1.1:0.9:15.8:25.8:14.1:0.6:1.0:2.3:94.4:0.0:0.0:1.7:49.9:16.0:68799.0:12480.34:12755.48
06100305:Public School:Ashburnham:06,07,08:06100000:Level 2:Level 2:0:0:0:0:0:0:188:178:204:0:0:0:0:0:570:3.5:1.4:17.7:30.4:15.1:0.0:0.9:3.3:94.6:0.0:0.0:1.2:49.1:17.6:68799.0:12480.34:12755.48
06100005:Public School:Westminster:02,03,04,05:06100000:Level 1:Level 2:0:0:78:91:90:113:0:0:0:0:0:0:0:0:372:4.0:3.5:19.4:34.9:18.0:1.6:0.3:7.0:88.4:0.3:0.0:2.4:52.7:22.0:68799.0:12480.34:12755.48
08010605:Public School:Marlborough:09,10,11,12:08010000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:300:273:266:264:0:1103:15.4:2.8:29.2:47.1:22.5:0.9:0.7:14.6:81.1:0.5:0.0:2.3:57.6:16.2:77409.0:18669.82:18673.36
06150020:Public School:Athol:PK,K,01,02,03,04:06150000:Level 4:Level 4:92:96:95:95:95:0:0:0:0:0:0:0:0:0:577:4.0:3.5:26.7:66.2:56.7:0.7:1.2:9.9:84.7:0.2:0.2:3.1:50.3:15.6:63407.0:14546.87:13694.87
06150505:Public School:Athol:09,10,11,12:06150000:Level 3:Level 4:0:0:0:0:0:0:0:0:0:101:76:98:73:10:358:1.1:0.8:26.8:56.1:45.3:2.8:0.8:5.6:89.7:0.0:0.0:1.1:54.2:13.7:63407.0:14546.87:13694.87
06150305:Public School:Athol:05,06,07,08:06150000:Level 3:Level 4:0:0:0:0:0:80:88:107:112:0:0:0:0:0:387:4.1:2.8:26.6:57.1:44.4:1.8:0.0:9.3:85.3:0.3:0.0:3.4:52.7:19.2:63407.0:14546.87:13694.87
06150050:Public School:Royalston:K,01,02,03,04,05,06:06150000:Level 3:Level 4:0:22:16:23:27:23:21:0:0:0:0:0:0:0:144:1.4:1.4:18.8:46.5:37.5:2.1:0.7:2.8:93.8:0.0:0.0:0.7:49.3:17.3:63407.0:14546.87:13694.87
04910550:Charter School:Fall River:K,01,02,03,04,05,06,07,08,09,10,11:04910000:Level 2:Level 2:0:106:107:106:100:100:100:100:99:62:76:49:0:0:1111:16.4:6.0:12.2:50.0:41.4:4.7:1.9:9.9:80.0:0.1:0.0:3.4:46.7:21.7:::
06160505:Public School:Ayer:09,10,11,12:06160000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:108:119:96:86:0:409:8.6:2.4:19.8:38.1:25.2:7.8:2.4:10.5:72.9:0.2:0.2:5.9:50.4:15.4:60863.0:13579.69:13974.81
06160305:Public School:Shirley:06,07,08:06160000:Level 2:Level 2:0:0:0:0:0:0:153:113:129:0:0:0:0:0:395:6.3:2.0:19.5:36.7:22.0:4.8:2.0:10.6:75.2:0.8:0.8:5.8:47.1:20.0:60863.0:13579.69:13974.81
06160001:Public School:Shirley:PK,K,01,02,03,04,05:06160000:Level 2:Level 2:30:50:66:52:62:60:0:0:0:0:0:0:0:0:389:3.6:1.5:19.5:34.4:19.8:2.1:2.6:9.8:81.2:0.0:0.3:4.1:52.7:22.8:60863.0:13579.69:13974.81
06160002:Public School:Ayer:PK,K,01,02,03,04,05:06160000:Level 1:Level 2:33:86:80:89:89:70:0:0:0:0:0:0:0:0:528:11.0:6.6:16.1:40.2:26.9:3.2:3.8:11.7:76.5:0.2:0.4:4.2:54.0:19.2:60863.0:13579.69:13974.81
04270010:Charter School:Hyannis:K,01,02,03:04270000:Level 2:Level 2:0:74:74:62:0:0:0:0:0:0:0:0:0:0:290:33.8:17.6:7.9:53.4:40.0:17.9:3.1:20.7:51.7:1.0:0.3:5.2:51.7:21.0:::
04200205:Charter School:Cambridge:PK,K,01,02,03,04,05,06:04200000:Level 1:Level 1:23:46:47:48:61:41:33:0:0:0:0:0:0:0:347:16.4:3.2:12.7:57.1:49.3:79.5:2.6:13.3:2.6:0.9:0.0:1.2:51.9:21.3:::
04470205:Charter School:Franklin:K,01,02,03,04,05,06,07,08:04470000:Level 1:Level 1:0:50:50:51:50:52:48:50:46:0:0:0:0:0:447:16.3:2.5:10.7:19.2:5.4:1.6:23.0:2.7:69.4:0.2:0.0:3.1:51.7:24.6:::
04140305:Charter School:Adams:06,07,08,09,10,11,12:04140000:Level 2:Level 2:0:0:0:0:0:0:71:71:67:47:53:31:16:0:356:2.5:1.7:21.1:52.8:41.9:14.6:2.5:6.7:71.9:0.0:0.3:3.9:48.0:15.8:::
06180505:Public School:Great Barrington:09,10,11,12:06180000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:121:142:125:148:11:547:5.5:1.1:14.1:30.7:22.1:2.2:1.8:4.8:88.5:0.2:0.2:2.4:51.4:12.1:71618.0:17453.01:17257.77
06180310:Public School:Great Barrington:05,06,07,08:06180000:Level 2:Level 2:0:0:0:0:0:71:93:119:104:0:0:0:0:0:387:6.5:1.8:17.6:37.0:25.1:1.6:3.1:7.2:84.0:0.3:0.5:3.4:46.3:19.7:71618.0:17453.01:17257.77
06180035:Public School:Great Barrington:PK,K,01,02,03,04:06180000:Level 3:Level 2:14:70:62:65:70:0:0:0:0:0:0:0:0:0:352:9.7:6.5:20.5:48.3:33.0:1.7:3.1:11.1:77.3:0.0:0.0:6.8:56.3:12.2:71618.0:17453.01:17257.77
06200505:Public School:Boylston:06,07,08,09,10,11,12:06200000:Level 2:Level 2:0:0:0:0:0:0:88:93:87:73:77:79:87:0:584:5.5:1.2:15.9:24.3:9.4:1.0:3.1:2.6:91.3:0.0:0.0:2.1:52.2:16.2:62286.0:13149.77:14199.63
08050605:Public School:Upton:09,10,11,12:08050000:Level 1:Level 1:0:0:0:0:0:0:0:0:0:312:308:300:286:0:1206:0.7:0.2:9.8:19.2:10.0:0.6:0.8:2.9:94.1:0.0:0.0:1.6:48.2:17.4:75378.0:18348.63:18348.63
06220015:Public School:Blackstone:03,04,05:06220000:Level 2:Level 2:0:0:0:108:93:91:0:0:0:0:0:0:0:0:292:6.5:4.5:19.2:38.7:19.9:2.4:1.4:5.5:86.3:0.3:0.0:4.1:47.3:21.8:61779.0:12571.27:13135.7
06220505:Public School:Blackstone:09,10,11,12:06220000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:112:119:99:115:3:448:3.8:1.3:14.5:29.7:17.9:0.9:1.8:3.6:92.6:0.0:0.0:1.1:48.7:15.4:61779.0:12571.27:13135.7
06220405:Public School:Blackstone:06,07,08:06220000:Level 2:Level 2:0:0:0:0:0:0:142:152:138:0:0:0:0:0:432:5.1:2.1:13.7:31.9:20.1:1.2:1.2:5.1:90.0:0.0:0.0:2.5:49.3:17.7:61779.0:12571.27:13135.7
06220008:Public School:Blackstone:K,01,02:06220000:Insufficient data:Level 2:0:117:86:0:0:0:0:0:0:0:0:0:0:0:292:13.0:11.3:15.1:40.1:22.6:1.7:0.7:7.5:85.3:0.0:0.0:4.8:56.8:20.6:61779.0:12571.27:13135.7
06220010:Public School:Millville:PK,K,01,02,03,04,05:06220000:Level 1:Level 2:71:39:36:24:46:30:0:0:0:0:0:0:0:0:283:3.9:2.8:25.4:43.1:23.3:0.4:1.4:6.7:89.4:0.0:0.0:2.1:55.1:19.5:61779.0:12571.27:13135.7
08060605:Public School:Canton:09,10,11,12:08060000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:204:220:227:216:0:867:7.0:0.2:25.4:42.0:22.7:22.7:0.7:11.9:59.3:0.8:0.1:4.5:55.5:15.8:80551.0:21354.33:21335.09
04490305:Charter School:Dorchester:05,06,07,08,09,10,11,12:04490000:Level 2:Level 2:0:0:0:0:0:96:100:98:84:76:78:78:70:0:680:11.2:3.4:17.9:44.6:29.4:27.5:2.2:19.7:47.5:0.7:0.0:2.4:48.1:20.6:::
04240505:Charter School:Roxbury:09,10,11,12:04240000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:122:32:3:247:0:404:12.1:9.2:27.2:70.8:56.2:48.3:2.0:40.1:5.2:1.0:0.2:3.2:42.3:15.8:::
04110305:Charter School:Brighton:06,07,08,09,10,11,12:04110000:Level 3:Level 3:0:0:0:0:0:0:68:59:58:79:65:69:78:0:476:33.0:13.0:20.2:75.0:61.1:54.8:0.8:32.6:7.4:0.0:0.0:4.4:51.5:14.4:::
04160305:Charter School:Hyde Park:06,07,08,09,10,11,12:04160000:Level 2:Level 2:0:0:0:0:0:0:50:61:67:69:67:53:48:0:415:20.0:10.1:22.2:61.7:39.0:69.2:1.0:24.8:2.4:0.5:0.2:1.9:51.8:34.0:::
04810550:Charter School:Hyde Park:PK,K,01,02,03,04,05,06:04810000:Level 1:Level 1:140:144:119:121:115:104:70:0:0:0:0:0:0:0:955:19.5:6.9:12.6:60.1:48.3:64.1:0.3:31.0:1.5:0.1:0.0:3.0:49.3:19.3:::
04170205:Charter School:Dorchester:PK,K,01,02,03,04,05:04170000:Insufficient data:Insufficient data:39:38:40:40:39:35:0:0:0:0:0:0:0:0:267:42.3:25.5:19.5:74.9:54.7:60.7:1.5:33.0:0.4:0.7:0.0:3.7:46.4:23.5:::
06250320:Public School:Bridgewater:07,08:06250000:Level 2:Level 3:0:0:0:0:0:0:0:252:254:0:0:0:0:0:506:1.4:0.4:13.2:22.1:12.1:3.6:0.8:2.0:89.7:0.0:0.2:3.8:54.2:22.3:82349.0:12063.66:12759.08
06250505:Public School:Bridgewater:09,10,11,12:06250000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:354:401:356:392:9:1512:2.4:0.8:9.9:20.5:12.0:3.9:2.3:2.7:87.4:0.2:0.1:3.4:50.0:16.9:82349.0:12063.66:12759.08
06250050:Public School:Raynham:02,03,04:06250000:Level 1:Level 3:0:0:159:168:173:0:0:0:0:0:0:0:0:0:500:2.4:1.0:15.0:29.8:17.4:4.6:1.8:2.0:89.0:0.4:0.0:2.2:54.2:23.4:82349.0:12063.66:12759.08
06250020:Public School:Raynham:K,01:06250000:Insufficient data:Level 3:0:158:0:0:0:0:0:0:0:0:0:0:0:0:324:3.7:3.1:11.1:29.9:22.5:5.9:2.8:0.3:89.2:0.0:0.0:1.9:50.3:21.3:82349.0:12063.66:12759.08
06250002:Public School:Bridgewater:PK,K,01,02,03:06250000:Level 2:Level 3:127:205:213:246:0:0:0:0:0:0:0:0:0:0:1010:3.0:1.7:17.9:31.0:16.7:6.0:1.6:2.7:86.1:0.0:0.1:3.5:52.9:20.9:82349.0:12063.66:12759.08
06250315:Public School:Raynham:05,06,07,08:06250000:Level 1:Level 3:0:0:0:0:0:135:180:187:189:0:0:0:0:0:691:5.2:0.7:12.4:26.2:16.8:2.7:2.3:2.7:88.6:0.0:0.1:3.5:49.5:23.0:82349.0:12063.66:12759.08
06250415:Public School:Bridgewater:05,06,07,08,09,10,11,12:06250000::Level 3:0:0:0:0:0:0:1:2:0:2:4:0:2:0:11:0.0:0.0:100.0:100.0:36.4:0.0:0.0:0.0:90.9:0.0:0.0:9.1:54.5::82349.0:12063.66:12759.08
06250300:Public School:Bridgewater:04,05,06:06250000:Level 2:Level 3:0:0:0:0:287:243:262:0:0:0:0:0:0:0:792:3.3:1.4:17.0:31.4:17.4:3.5:1.1:3.0:86.6:0.4:0.3:5.1:53.3:22.7:82349.0:12063.66:12759.08
09100705:Public School:Dighton:09,10,11,12:09100000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:124:119:116:109:0:468:1.5:0.0:12.6:27.6:17.1:0.2:0.2:2.6:95.5:0.2:0.0:1.3:28.2:17.7:66221.0:19277.31:19277.31
08100605:Public School:Taunton:09,10,11,12:08100000:Level 1:Level 1:0:0:0:0:0:0:0:0:0:345:328:311:319:0:1303:3.2:0.2:18.8:38.4:26.2:2.9:0.7:6.4:86.4:0.5:0.0:3.1:57.7:17.4:80716.0:17567.62:17515.74
04280305:Charter School:Roslindale:K,01,02,03,04,05,06,07,08,09:04280000:Level 1:Level 1:0:182:183:191:191:184:187:139:105:68:0:0:0:0:1608:36.9:6.7:8.9:56.2:45.4:54.5:1.9:35.8:5.4:0.4:0.0:2.0:48.8:18.9:::
04320530:Charter School:East Harwich:06,07,08:04320000:Level 2:Level 2:0:0:0:0:0:0:80:83:80:0:0:0:0:0:243:0.8:0.8:13.2:25.1:14.4:1.2:1.2:4.5:87.7:0.0:0.0:5.3:42.8:29.6:::
08150605:Public School:Harwich:09,10,11,12:08150000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:160:151:161:149:2:623:4.3:2.9:27.3:54.9:35.8:5.1:1.0:10.4:76.2:2.1:0.2:5.0:62.4:13.3:68981.0:24552.02:24490.44
06350005:Public School:Becket:PK,K,01,02,03,04,05:06350000:Level 1:Level 2:23:15:19:20:15:18:0:0:0:0:0:0:0:0:125:0.8:0.0:21.6:41.6:27.2:0.0:0.0:0.0:96.8:0.0:0.0:3.2:56.0:16.2:69081.0:15890.36:15105.28
06350025:Public School:Dalton:PK,K,01,02,03,04,05:06350000:Level 2:Level 2:22:56:57:64:75:84:0:0:0:0:0:0:0:0:422:1.7:1.4:15.6:43.8:35.3:0.2:2.1:3.8:89.8:0.0:0.0:4.0:53.6:17.5:69081.0:15890.36:15105.28
06350035:Public School:Hinsdale:PK,K,01,02,03,04,05:06350000:Level 2:Level 2:15:17:15:13:24:21:0:0:0:0:0:0:0:0:134:0.0:0.0:11.2:43.3:37.3:1.5:0.7:3.0:91.8:0.0:0.0:3.0:53.0:19.0:69081.0:15890.36:15105.28
06350305:Public School:Dalton:06,07,08:06350000:Level 2:Level 2:0:0:0:0:0:0:111:134:151:0:0:0:0:0:396:0.5:0.5:14.9:39.9:31.6:1.0:1.0:2.8:91.2:0.3:0.0:3.8:52.3:15.3:69081.0:15890.36:15105.28
06350505:Public School:Dalton:09,10,11,12:06350000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:125:158:121:139:0:543:1.5:0.6:10.7:27.8:21.2:1.1:0.7:4.1:92.3:0.0:0.0:1.8:49.4:15.1:69081.0:15890.36:15105.28
06320025:Public School:Chesterfield:PK,K,01,02,03,04,05,06:06320000:Level 2:Level 2:15:14:19:12:19:19:20:0:0:0:0:0:0:0:140:0.0:0.0:22.1:42.1:26.4:0.7:0.0:2.9:95.0:1.4:0.0:0.0:48.6:13.7:61142.0:14606.48:14070.55
04180305:Charter School:Framingham:06,07,08:04180000:Level 2:Level 2:0:0:0:0:0:0:143:125:127:0:0:0:0:0:395:13.2:3.3:23.5:40.3:19.0:5.6:6.1:21.0:60.5:1.0:0.3:5.6:52.4:18.7:::
04370505:Charter School:Roxbury:09,10,11,12:04370000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:111:67:51:50:0:279:30.5:10.4:22.6:70.3:56.3:65.2:0.0:29.7:2.9:0.4:0.4:1.4:45.2:12.1:::
04380505:Charter School:Dorchester:PK,K,01,02,03,04,05,06,07,08,09,10,11,12:04380000:Level 1:Level 1:20:22:21:21:20:19:20:20:23:46:47:30:32:0:359:14.8:0.0:22.0:65.2:51.8:80.5:0.0:17.5:0.6:0.3:0.6:0.6:49.9:17.8:::
04360305:Charter School:Cambridge:06,07,08,09,10,11,12:04360000:Level 1:Level 1:0:0:0:0:0:0:33:50:57:64:60:57:53:0:374:24.9:2.4:19.0:49.7:34.8:62.0:3.5:24.3:5.1:1.6:0.3:3.2:47.3:16.7:::
04260205:Charter School:Lawrence:PK,K,01,02,03,04,05:04260000:Insufficient data:Insufficient data:40:40:42:38:40:38:0:0:0:0:0:0:0:0:280:77.5:59.3:9.6:83.6:50.7:0.7:0.7:96.4:2.1:0.0:0.0:0.0:51.4:20.0:::
04400205:Charter School:Lawrence:PK,K,01,02,03,04,05,06,07,08:04400000:Level 1:Level 1:43:50:47:48:44:37:20:22:46:0:0:0:0:0:400:73.5:40.8:10.5:74.8:48.3:0.5:0.5:95.8:3.3:0.0:0.0:0.0:50.5:20.9:::
04310205:Charter School:Lawrence:PK,K,01,02,03,04,05:04310000:Insufficient data:Insufficient data:41:42:42:42:39:32:0:0:0:0:0:0:0:0:280:56.4:44.6:8.6:76.4:48.6:1.1:1.1:93.6:4.3:0.0:0.0:0.0:48.9:20.0:::
06400505:Public School:Concord:09,10,11,12:06400000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:301:334:325:315:1:1276:5.0:0.4:16.5:21.1:5.4:4.3:9.5:4.0:78.5:0.0:0.0:3.7:47.8:15.3:100731.0:19193.5:21518.71
04390050:Charter School:Dorchester:PK,K,01,02,03,04,05,06,07,08:04390000:Level 1:Level 1:46:50:50:51:50:50:44:41:22:0:0:0:0:0:450:14.9:10.4:12.0:59.3:42.4:50.9:2.9:32.0:10.4:0.0:0.0:3.8:44.9:22.7:::
06450505:Public School:South Yarmouth:08,09,10,11,12:06450000:Level 2:Level 3:0:0:0:0:0:0:4:0:221:194:201:202:181:0:1003:14.3:4.5:17.4:46.8:34.3:10.0:2.9:10.3:70.2:1.6:0.1:5.0:50.7:14.7:67658.0:16951.87:16498.76
06450005:Public School:West Dennis:PK,K,01,02,03:06450000:Level 1:Level 3:0:91:95:90:1:0:0:0:0:0:0:0:0:0:353:13.0:12.2:15.9:59.8:48.7:9.9:1.4:9.6:69.4:0.8:0.0:8.8:54.1:19.5:67658.0:16951.87:16498.76
06450015:Public School:West Yarmouth:PK,K,01,02,03:06450000:Level 1:Level 3:76:63:53:61:0:0:0:0:0:0:0:0:0:0:306:23.5:14.4:19.3:63.7:45.1:7.5:1.6:17.6:59.2:4.9:0.3:8.8:59.5:18.8:67658.0:16951.87:16498.76
06450305:Public School:West Yarmouth:06,07:06450000:Level 3:Level 3:0:0:0:0:0:0:194:229:0:0:0:0:0:0:423:13.0:6.6:19.9:53.2:41.6:10.2:1.9:8.5:73.5:2.1:0.0:3.8:51.5:14.6:67658.0:16951.87:16498.76
06450050:Public School:South Dennis:04,05:06450000:Insufficient data:Level 3:0:0:0:0:272:242:0:0:0:0:0:0:0:0:514:17.9:8.4:20.4:57.2:40.9:7.4:2.9:11.5:70.6:2.3:0.0:5.3:49.4:22.4:67658.0:16951.87:16498.76
06450025:Public School:South Yarmouth:K,01,02,03:06450000:Level 1:Level 3:0:109:106:109:0:0:0:0:0:0:0:0:0:0:425:15.5:10.8:10.1:47.3:37.4:6.6:1.6:5.9:74.8:2.8:0.2:8.0:51.3:20.5:67658.0:16951.87:16498.76
06500005:Public School:Dighton:K,01,02,03,04:06500000:Level 2:Level 2:0:80:79:100:80:0:0:0:0:0:0:0:0:0:420:0.0:0.0:12.9:23.6:15.2:0.2:1.4:6.2:87.6:0.0:0.0:4.5:49.8:19.3:67485.0:12441.72:13315.89
06500305:Public School:Dighton:05,06,07,08:06500000:Level 2:Level 2:0:0:0:0:0:99:94:84:119:0:0:0:0:0:396:0.3:0.0:11.6:23.2:13.4:1.0:0.8:3.8:91.4:0.0:0.0:3.0:54.8:18.6:67485.0:12441.72:13315.89
06500505:Public School:North Dighton:PK,09,10,11,12:06500000:Level 2:Level 2:84:0:0:0:0:0:0:0:0:191:219:207:227:0:928:1.2:0.0:13.0:23.0:14.0:1.0:1.1:4.3:91.6:0.0:0.0:2.0:55.6:16.9:67485.0:12441.72:13315.89
06500310:Public School:Rehoboth:05,06,07,08:06500000:Level 2:Level 2:0:0:0:0:0:148:146:145:136:0:0:0:0:0:575:1.2:0.2:15.3:25.9:13.9:0.5:0.9:4.0:91.8:0.2:0.0:2.6:50.4:18.6:67485.0:12441.72:13315.89
06500010:Public School:Rehoboth:K,01,02,03,04:06500000:Level 2:Level 2:0:111:102:128:131:0:0:0:0:0:0:0:0:0:564:1.2:0.5:6.7:18.1:12.2:1.2:1.8:3.9:89.9:0.4:0.0:2.8:48.6:20.3:67485.0:12441.72:13315.89
06550505:Public School:Dover:09,10,11,12:06550000:Level 1:Level 1:0:0:0:0:0:0:0:0:0:173:154:167:158:0:652:2.1:0.5:11.7:14.6:3.4:2.3:6.1:2.6:85.7:0.0:0.0:3.2:48.6:12.9:94698.0:18470.91:18672.58
06550405:Public School:Dover:06,07,08:06550000:Level 1:Level 1:0:0:0:0:0:0:172:174:177:0:0:0:0:0:523:4.8:0.6:12.8:15.7:3.1:3.1:8.6:2.7:81.3:0.4:0.0:4.0:50.7:17.7:94698.0:18470.91:18672.58
04070405:Charter School:Boston:PK,K,01,02,03,04,05:04070000:Insufficient data:Insufficient data:41:43:44:44:44:32:0:0:0:0:0:0:0:0:292:35.3:17.8:11.3:68.2:50.0:61.0:0.0:36.6:1.4:0.7:0.0:0.3:45.2:20.5:::
06580020:Public School:Charlton:PK,K,01:06580000:Insufficient data:Level 2:66:135:0:0:0:0:0:0:0:0:0:0:0:0:348:5.7:5.5:18.4:34.2:18.7:0.6:1.1:8.3:86.2:0.0:0.0:3.7:57.2:20.8:66931.0:10878.67:11584.81
06580310:Public School:Charlton:05,06,07,08:06580000:Level 2:Level 2:0:0:0:0:0:148:175:176:205:0:0:0:0:0:704:3.6:0.1:11.6:22.7:14.8:0.6:1.0:6.0:90.5:0.0:0.1:1.8:51.0:18.8:66931.0:10878.67:11584.81
